"행정구역별(1)","특성별(1)",특성별(2),2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013,2013
"행정구역별(1)","특성별(1)",특성별(2),계 (%),인구 1인당 평균독서권수 (권),독서함 (%),독서인구 1인당 평균독서권수 (권),- 잡지류 (%),· 평균 독서 권수 (권),- 교양 서적 (%),· 평균 독서 권수 (권),- 직업과 관련한 서적류 (%),· 평균 독서 권수 (권),- 생활취미 정보 서적 (%),· 평균 독서 권수 (권),- 기타 (%),· 평균 독서 권수 (권)
"전국","전체",계,100.0,11.2,62.4,17.9,42.9,6.6,68.9,9.3,33.9,7.3,25.5,5.4,19.6,24.6
"전국","동·읍면부",동부,100.0,11.7,65.3,17.9,43.1,6.5,69.5,9.3,34.4,7.4,25.8,5.4,19.7,23.9
"전국","동·읍면부",읍면부,100.0,8.6,48.6,17.6,41.4,6.8,64.8,9.0,30.8,6.9,23.6,5.2,18.9,29.5
"전국","성별",남자,100.0,12.7,61.5,20.7,38.2,7.2,64.0,9.5,41.8,7.6,22.3,5.7,25.9,28.7
"전국","성별",여자,100.0,9.6,63.3,15.2,47.2,6.0,73.5,9.1,26.5,6.9,28.5,5.1,13.6,17.3
"전국","연령",13∼19세,100.0,20.0,80.9,24.7,32.6,6.7,75.2,13.9,17.5,7.4,16.8,6.9,45.7,21.2
"전국","연령",15∼19세,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"전국","연령",20∼29세,100.0,17.2,79.8,21.6,47.5,7.0,72.5,8.6,45.0,7.3,28.2,5.4,27.2,26.5
"전국","연령",30∼39세,100.0,14.5,75.8,19.2,44.7,6.1,63.5,8.3,43.4,7.2,37.7,5.7,21.2,27.8
"전국","연령",40∼49세,100.0,11.7,69.5,16.8,44.4,6.7,68.6,9.8,37.9,7.6,24.1,4.8,11.0,27.6
"전국","연령",50∼59세,100.0,6.2,52.4,11.7,45.4,6.7,65.7,7.4,28.0,7.1,19.8,4.2,6.3,16.1
"전국","연령",60세 이상,100.0,2.7,28.9,9.5,36.1,6.1,70.8,7.3,12.2,7.5,15.4,5.2,2.7,13.6
"전국","연령",65세 이상,100.0,2.2,24.0,9.1,33.3,6.3,74.0,7.0,8.8,7.4,13.7,5.6,2.5,15.3
"전국","교육정도",초졸이하,100.0,6.5,29.8,22.0,31.4,6.3,69.8,14.5,8.9,11.1,14.8,8.2,34.9,21.9
"전국","교육정도",중 졸,100.0,7.5,50.8,14.9,38.5,5.5,68.3,8.9,15.0,5.1,15.4,4.4,26.8,19.4
"전국","교육정도",고 졸,100.0,9.7,62.0,15.7,45.5,6.1,65.0,7.9,27.1,5.8,23.8,5.5,18.3,26.6
"전국","교육정도",대졸이상,100.0,16.5,83.7,19.7,43.9,7.2,71.9,9.5,48.3,8.0,31.1,5.1,16.1,25.9
"전국","혼인상태",미? 혼,100.0,18.1,79.2,22.9,42.0,6.8,74.3,10.6,36.0,7.7,21.6,5.5,33.6,24.3
"전국","혼인상태",배우자 있음,100.0,9.1,59.4,15.3,43.7,6.5,65.5,8.5,33.9,7.2,28.9,5.3,11.5,26.0
"전국","혼인상태",사? 별,100.0,1.8,22.3,8.2,36.9,5.6,70.0,6.5,12.0,5.6,15.9,4.9,2.2,7.2
"전국","혼인상태",이? 혼,100.0,5.7,49.8,11.5,43.7,6.3,65.2,8.2,26.0,5.7,18.2,4.2,10.1,11.7
"전국","경제활동상태",취? 업,100.0,11.1,63.7,17.4,44.3,6.6,65.6,8.4,44.2,7.2,25.3,5.1,16.3,27.3
"전국","경제활동상태",실업 및 비경제활동,100.0,11.3,60.7,18.6,40.9,6.5,73.5,10.4,19.4,7.9,25.7,5.7,24.1,22.0
"전국","산업",농림어업,100.0,2.8,27.2,10.2,41.0,5.7,53.4,6.6,24.7,5.1,17.6,7.1,6.7,27.9
"전국","산업",광업·제조업,100.0,9.3,60.6,15.4,40.4,5.9,60.6,8.2,41.1,4.9,24.1,5.9,20.3,22.6
"전국","산업",사회간접자본?기타서비스업,100.0,12.6,69.3,18.2,45.3,6.8,67.3,8.6,45.9,7.7,26.0,4.9,15.9,28.6
"전국","직업",전문관리,100.0,18.9,87.2,21.6,44.3,7.7,74.3,10.0,62.5,9.1,27.3,5.0,16.0,23.2
"전국","직업",사? 무,100.0,13.8,81.9,16.8,42.0,6.6,69.5,8.0,51.3,5.8,29.6,4.3,17.1,24.7
"전국","직업",서비스판매,100.0,10.7,64.5,16.5,49.9,6.2,63.1,7.8,34.1,6.3,24.5,4.6,15.4,33.8
"전국","직업",농어업,100.0,2.7,27.5,9.9,41.6,5.5,53.3,6.8,25.2,4.6,16.9,7.5,6.6,22.3
"전국","직업",기능노무,100.0,6.7,46.7,14.3,41.3,5.5,54.9,7.0,26.3,5.0,21.0,6.5,18.5,29.5
"전국","종사상지위",임금근로자,100.0,12.5,69.1,18.2,43.9,6.6,67.0,8.4,47.3,7.1,26.5,5.2,18.1,27.0
"전국","종사상지위",고용주,100.0,11.4,70.2,16.3,45.4,7.0,59.8,8.6,45.3,7.5,23.6,4.1,11.2,31.9
"전국","종사상지위",자영자,100.0,7.3,47.6,15.3,44.5,7.0,60.1,8.9,35.0,7.5,21.0,5.3,10.8,28.5
"전국","주관적 만족감",만족,100.0,15.3,75.5,20.2,42.3,7.5,71.8,10.1,38.2,7.7,28.3,5.4,21.2,24.8
"전국","주관적 만족감",보통,100.0,9.2,59.0,15.5,44.1,5.8,67.2,8.5,31.3,7.0,23.5,5.2,17.3,22.2
"전국","주관적 만족감",불만족,100.0,8.8,48.1,18.2,41.0,6.1,65.8,9.1,29.7,7.0,23.6,5.6,21.3,29.5
"전국","가구소득",50만원 미만,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"전국","가구소득",50~100만원 미만,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"전국","가구소득",100만원 미만,100.0,5.2,34.5,15.0,37.8,5.6,71.4,8.8,22.8,7.8,17.9,5.1,17.7,22.3
"전국","가구소득",100∼200만원 미만,100.0,8.7,52.2,16.7,41.6,6.2,66.2,8.9,26.9,7.3,22.8,5.6,19.9,25.2
"전국","가구소득",200∼300만원 미만,100.0,10.7,63.6,16.8,43.3,5.7,65.0,8.7,30.5,7.1,25.0,5.8,20.2,25.2
"전국","가구소득",300∼400만원 미만,100.0,12.7,71.2,17.9,40.6,6.5,69.3,9.3,35.4,7.2,26.5,4.8,20.3,24.5
"전국","가구소득",400~500만원 미만,100.0,13.9,77.2,18.0,44.1,6.8,68.2,9.1,38.9,6.4,29.3,5.7,19.1,24.3
