"행정구역별(1)","특성별(1)",특성별(2),2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015,2015
"행정구역별(1)","특성별(1)",특성별(2),계 (%),인구 1인당 평균독서권수 (권),독서함 (%),독서인구 1인당 평균독서권수 (권),- 잡지류 (%),· 평균 독서 권수 (권),- 교양 서적 (%),· 평균 독서 권수 (권),- 직업과 관련한 서적류 (%),· 평균 독서 권수 (권),- 생활취미 정보 서적 (%),· 평균 독서 권수 (권),- 기타 (%),· 평균 독서 권수 (권)
"전국","전체",계,100.0,9.3,56.2,16.5,36.5,6.5,66.2,8.5,36.1,6.6,28.6,5.2,19.9,23.0
"전국","동·읍면부",동부,100.0,9.9,58.5,17.0,36.9,6.6,66.9,8.5,37.2,6.7,28.8,5.3,20.2,23.8
"전국","동·읍면부",읍면부,100.0,6.1,45.2,13.5,34.1,6.1,62.3,8.3,29.3,6.0,27.1,5.0,18.0,17.3
"전국","성별",남자,100.0,10.4,55.1,18.9,33.0,7.2,61.1,8.8,44.9,7.0,26.0,4.8,25.3,26.5
"전국","성별",여자,100.0,8.2,57.3,14.2,39.7,6.0,71.1,8.2,27.9,6.1,31.0,5.5,14.9,17.3
"전국","연령",13∼19세,100.0,15.0,74.2,20.2,25.1,6.2,74.6,10.3,19.1,5.5,18.2,5.7,43.9,20.2
"전국","연령",15∼19세,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"전국","연령",20∼29세,100.0,14.0,73.8,18.9,39.4,6.4,67.7,7.9,48.0,6.7,27.5,4.3,28.4,23.5
"전국","연령",30∼39세,100.0,13.1,68.5,19.1,36.9,6.1,59.4,8.4,44.9,7.1,40.8,6.6,22.7,26.5
"전국","연령",40∼49세,100.0,9.6,63.2,15.2,38.3,6.4,64.4,8.7,40.9,6.5,29.6,4.9,13.1,23.0
"전국","연령",50∼59세,100.0,5.9,47.1,12.6,40.3,7.5,66.4,7.5,31.1,6.6,26.2,4.3,6.1,22.3
"전국","연령",60세 이상,100.0,2.8,27.1,10.4,34.8,6.8,70.9,8.3,13.8,6.0,19.7,4.4,3.1,13.2
"전국","연령",65세 이상,100.0,2.3,22.9,10.0,33.1,7.3,72.2,8.1,10.0,5.6,17.5,4.5,2.3,17.9
"전국","교육정도",초졸이하,100.0,4.5,25.7,17.4,25.3,6.4,68.4,11.1,9.9,6.0,15.8,6.4,34.5,19.2
"전국","교육정도",중 졸,100.0,5.5,43.3,12.8,30.6,5.2,69.6,7.6,16.3,4.7,20.0,4.9,25.4,16.4
"전국","교육정도",고 졸,100.0,8.1,54.1,14.9,37.3,6.1,63.7,7.4,29.6,5.7,26.7,5.1,18.9,25.8
"전국","교육정도",대졸이상,100.0,14.0,76.7,18.3,38.7,7.1,67.1,9.1,49.1,7.2,33.8,5.3,17.4,23.7
"전국","혼인상태",미? 혼,100.0,14.5,72.2,20.1,34.1,6.5,71.0,9.1,38.1,6.7,23.4,5.0,33.3,23.3
"전국","혼인상태",배우자 있음,100.0,7.7,53.1,14.5,38.6,6.6,62.5,8.1,36.4,6.6,32.9,5.4,12.0,22.6
"전국","혼인상태",사? 별,100.0,1.8,21.2,8.6,29.2,6.2,78.0,6.9,9.7,4.8,16.5,4.4,2.8,8.2
"전국","혼인상태",이? 혼,100.0,5.5,43.0,12.7,33.3,6.0,64.4,8.2,28.0,7.5,26.7,4.0,10.1,22.6
"전국","경제활동상태",취? 업,100.0,9.6,57.9,16.6,38.2,6.7,63.3,8.1,46.4,6.6,28.9,5.2,17.5,24.6
"전국","경제활동상태",실업 및 비경제활동,100.0,8.8,54.0,16.3,34.1,6.3,70.4,9.0,21.6,6.6,28.2,5.4,23.3,21.2
"전국","산업",농림어업,100.0,2.3,25.0,9.1,38.7,6.4,52.5,6.0,27.5,5.0,20.5,4.4,5.1,23.2
"전국","산업",광업·제조업,100.0,8.3,55.4,15.1,35.5,5.9,56.4,7.1,44.8,4.8,30.1,4.6,22.6,23.7
"전국","산업",사회간접자본?기타서비스업,100.0,10.5,61.3,17.2,38.8,6.9,65.2,8.4,47.4,7.0,28.9,5.3,16.8,24.9
"전국","직업",전문관리,100.0,17.0,81.2,21.0,38.3,7.6,69.5,9.6,62.6,8.6,29.4,5.4,17.1,25.8
"전국","직업",사? 무,100.0,12.6,77.0,16.4,38.8,6.5,65.0,8.1,52.3,5.3,31.8,5.3,19.4,21.7
"전국","직업",서비스판매,100.0,8.3,55.8,14.9,40.7,6.5,62.5,6.9,36.7,5.6,28.2,5.3,16.1,27.4
"전국","직업",농어업,100.0,2.3,25.1,9.3,37.8,6.8,54.0,6.1,28.8,5.2,18.9,4.8,4.9,20.0
"전국","직업",기능노무,100.0,5.3,39.6,13.3,34.9,5.7,55.0,7.2,29.6,4.7,27.1,4.5,19.2,24.4
"전국","종사상지위",임금근로자,100.0,10.5,62.0,17.0,37.3,6.6,64.0,8.0,48.1,6.6,29.4,5.2,19.2,24.7
"전국","종사상지위",고용주,100.0,10.5,61.4,17.1,44.8,8.4,60.0,9.1,52.8,7.2,26.5,4.3,15.1,19.6
