날짜,현재일기,현재기온,이슬점온도,체감온도,강수량,습도,풍향,풍속,해면기압
2017-09-12,-,27.6,15.9,75.0,0.0,49,북서,15.8,1012.5
2017-09-11,-,21.0,19.6,69.0,142.3,92,북서,11.5,1003.2
2017-09-10,-,28.0,15.6,75.0,0.0,47,남동,13.3,1014.1
2017-09-09,-,27.3,15.6,75.0,0.0,49,서북서,7.2,1012.1
2017-09-08,-,28.3,17.4,76.0,0.0,52,서,11.5,1010.1
2017-09-07,-,21.6,17.1,69.0,5.1,76,북서,10.1,1006.5
2017-09-06,-,24.1,19.3,73.0,0.3,75,서북서,7.6,1007.2
2017-09-05,-,23.9,18.5,72.0,0.0,72,서북서,9.7,1010.9
2017-09-04,-,27.7,15.3,75.0,0.0,47,서북서,6.1,1014.9
2017-09-03,-,27.4,10.9,73.0,0.0,36,남동,16.6,1014.4
2017-09-02,-,27.4,11.4,73.0,0.0,37,동북동,4.0,1011.8
2017-09-01,-,28.7,9.8,74.0,0.0,31,서남서,6.8,1011.6
2017-08-31,-,28.2,10.8,74.0,0.0,34,서남서,7.2,1009.6
2017-08-30,-,27.2,10.8,73.0,0.0,36,서북서,7.2,1011.2
2017-08-29,-,31.3,14.8,78.0,0.0,37,서,13.7,1011.0
2017-08-28,-,30.0,19.3,79.0,0.0,53,남남동,11.2,1011.1
2017-08-27,-,30.7,13.4,77.0,0.0,35,남,8.6,1014.8
2017-08-26,-,30.0,11.9,76.0,0.0,33,서북서,15.5,1012.3
2017-08-25,-,31.3,21.7,81.0,1.0,57,남,8.3,1007.5
2017-08-24,-,31.5,23.8,83.0,0.0,64,서남서,18.0,1007.7
2017-08-23,-,33.0,22.7,83.0,0.0,55,남서,10.4,1010.7
2017-08-22,-,27.3,24.7,79.0,3.4,86,서남서,9.0,1014.1
2017-08-21,-,28.7,25.3,81.0,3.5,82,남,17.3,1009.6
2017-08-20,-,29.6,22.3,80.0,0.4,65,남동,15.5,1010.6
2017-08-19,-,29.0,21.4,79.0,0.0,64,동,4.3,1010.6
2017-08-18,-,29.0,22.7,80.0,1.7,69,남남서,9.7,1011.2
2017-08-17,-,29.4,19.7,78.0,0.0,56,동북동,5.0,1006.0
2017-08-16,-,27.3,23.1,78.0,0.4,78,서남서,6.1,1005.5
2017-08-15,-,25.4,21.6,76.0,2.6,80,서,5.4,1004.3
2017-08-14,-,22.9,21.7,73.0,12.2,93,남동,8.3,1006.4
2017-08-13,-,27.8,18.7,76.0,0.0,58,동남동,9.7,1010.2
2017-08-12,-,28.8,19.4,78.0,0.0,57,서,4.7,1010.3
2017-08-11,-,30.4,23.0,81.0,0.0,65,남남동,13.7,1005.9
2017-08-10,-,30.0,23.1,81.0,3.8,67,북서,12.6,999.5
2017-08-09,-,27.7,24.1,79.0,28.6,81,남남동,9.0,996.7
2017-08-08,-,32.1,21.9,82.0,0.0,55,남남동,13.0,999.5
2017-08-07,-,35.4,21.2,84.0,0.0,44,서북서,17.3,997.4
2017-08-06,-,36.6,18.6,84.0,0.0,35,남동,15.8,999.5
2017-08-05,-,35.3,21.1,84.0,0.0,44,남동,16.6,1002.6
2017-08-04,-,33.9,22.3,84.0,0.0,51,남동,15.5,1005.7
2017-08-03,-,32.3,20.5,81.0,0.0,50,남동,16.2,1005.8
2017-08-02,-,31.2,20.7,81.0,0.0,54,남동,8.6,1008.2
2017-08-01,-,30.7,24.1,82.0,0.0,68,남,13.0,1009.9
2017-07-31,-,30.6,22.7,81.0,0.0,63,남동,8.3,1009.0
2017-07-30,-,30.3,21.1,80.0,0.0,58,남서,6.8,1007.7
2017-07-29,-,27.5,21.5,78.0,0.0,70,남동,12.2,1008.3
2017-07-28,-,31.1,20.9,81.0,0.0,55,남남동,11.5,1008.1
2017-07-27,-,30.9,18.2,79.0,0.0,47,남남서,8.3,1008.0
2017-07-26,-,31.3,19.6,80.0,0.0,50,북동,8.6,1005.9
2017-07-25,-,32.4,24.1,84.0,17.5,62,북북동,2.9,1001.6
2017-07-24,-,31.8,24.6,83.0,0.0,66,서,8.6,1002.0
2017-07-23,-,31.6,25.4,84.0,0.0,70,남서,6.1,1005.6
2017-07-22,-,33.6,25.0,85.0,0.0,61,남,16.9,1009.4
2017-07-21,-,34.8,24.4,86.0,0.0,55,남남서,9.7,1008.4
2017-07-20,-,30.3,25.1,82.0,0.0,74,남남동,19.4,1007.2
2017-07-19,-,32.0,20.9,81.0,0.0,52,북,4.3,1005.0
2017-07-18,-,29.6,24.6,82.0,1.0,75,남서,4.7,1009.4
2017-07-17,-,29.9,22.5,80.0,0.0,65,서북서,4.3,1011.8
2017-07-16,-,31.4,24.2,83.0,0.0,66,서남서,14.0,1012.9
2017-07-15,-,29.9,23.8,81.0,0.0,70,남서,11.9,1011.6
2017-07-14,-,30.7,25.5,83.0,0.0,74,남남동,12.6,1009.1
2017-07-13,-,31.0,24.6,83.0,0.0,69,남남동,17.6,1007.3
2017-07-12,-,33.7,22.4,84.0,0.0,52,서남서,11.5,1009.2
2017-07-11,-,27.6,23.4,79.0,0.4,78,남남서,10.4,1010.1
2017-07-10,-,25.5,24.6,77.0,2.7,95,남동,9.4,1005.9
2017-07-09,-,30.6,25.4,83.0,0.2,74,남남동,15.5,1007.7
2017-07-08,-,28.1,23.8,80.0,0.1,78,정온,0.7,1009.4
2017-07-07,-,26.3,24.7,78.0,1.0,91,남남동,8.3,
2017-07-06,-,27.7,23.0,79.0,0.0,76,남남동,14.0,
2017-07-05,-,32.3,19.8,81.0,0.0,48,남서,9.0,1008.3
2017-07-04,-,29.9,23.8,81.0,10.0,70,서남서,13.3,
2017-07-03,-,27.1,22.7,78.0,0.3,77,서,18.7,
2017-07-02,-,27.1,23.3,78.0,12.0,80,남남서,6.1,1007.5
2017-07-01,-,29.5,22.7,80.0,0.0,67,남,11.5,1008.5
2017-06-30,-,27.8,21.3,78.0,3.5,68,서남서,11.5,1009.4
2017-06-29,-,23.3,20.4,73.0,0.0,84,동남동,7.6,1013.3
2017-06-28,-,28.8,19.7,78.0,0.0,58,남,14.4,1012.4
2017-06-27,-,27.3,17.7,76.0,0.1,56,남남동,9.0,1010.8
2017-06-26,-,25.6,19.2,75.0,0.0,68,남동,13.0,1008.1
2017-06-25,-,24.3,19.5,73.0,0.0,75,남남동,10.8,1003.5
2017-06-24,-,27.8,16.1,75.0,0.0,49,남동,15.5,1002.7
2017-06-23,-,28.0,18.6,77.0,0.0,57,남,16.2,1007.0
2017-06-22,-,27.4,18.3,76.0,0.0,58,남남동,19.4,1008.4
2017-06-21,-,25.3,18.2,74.0,0.0,65,남남동,18.0,1006.9
2017-06-20,-,25.4,18.8,74.0,0.0,67,남동,13.7,1006.0
2017-06-19,-,29.3,18.7,78.0,0.0,53,남동,11.9,1008.3
2017-06-18,-,26.3,17.3,74.0,0.0,58,남남동,18.4,1009.5
2017-06-17,-,26.8,16.9,75.0,0.0,55,남남동,14.0,1010.5
2017-06-16,-,26.8,14.8,74.0,0.0,48,남동,19.4,1011.1
2017-06-15,-,32.6,11.1,78.0,0.0,27,북서,11.2,1005.9
2017-06-14,-,25.5,14.9,73.0,0.0,52,남남동,23.4,1009.2
2017-06-13,-,23.7,14.1,71.0,0.0,55,남,16.6,1014.4
2017-06-12,-,22.5,11.5,69.0,0.0,50,남동,20.9,1015.5
2017-06-11,-,26.8,11.6,73.0,0.0,39,남동,15.8,1008.0
2017-06-10,-,27.5,18.7,76.0,0.0,59,남남동,16.6,1006.5
2017-06-09,-,29.3,13.0,75.0,0.0,37,남남동,14.8,1006.9
2017-06-08,-,27.7,9.4,73.0,0.0,32,북서,11.5,1009.0
2017-06-07,-,22.4,18.3,71.0,14.0,78,서남서,14.4,1004.4
2017-06-06,-,21.5,13.1,68.0,0.0,59,남남동,10.8,1015.4
2017-06-05,-,25.0,11.5,71.0,0.0,43,남동,20.5,1015.9
2017-06-04,-,26.5,10.2,72.0,0.0,36,남남동,20.9,1010.1
2017-06-03,-,24.7,13.5,71.0,0.0,50,남남동,17.6,1005.9
2017-06-02,-,24.1,13.6,71.0,0.0,52,남동,18.4,1003.8
2017-06-01,-,30.1,18.2,78.0,0.0,49,서북서,9.7,997.2
2017-05-31,-,26.5,12.8,73.0,0.0,43,서남서,8.6,1003.0
2017-05-30,-,32.1,14.2,78.0,0.0,34,남남동,12.2,1009.1
2017-05-29,-,31.2,15.5,78.0,0.0,39,남,12.6,1010.5
2017-05-28,-,26.4,11.3,72.0,0.0,39,남서,10.4,1013.1
2017-05-27,-,24.1,13.0,71.0,0.0,50,남남동,18.4,1012.2
2017-05-26,-,23.4,6.1,68.0,0.0,33,서북서,7.9,1006.7
2017-05-25,-,30.3,9.2,75.0,0.0,27,서,13.3,1003.6
2017-05-24,-,24.5,17.7,73.0,0.0,66,남남동,16.2,1007.6
2017-05-23,-,24.5,14.2,71.0,0.0,53,남서,11.9,1010.8
2017-05-22,-,25.4,14.2,72.0,0.0,50,남,17.3,1014.4
2017-05-21,-,26.4,9.6,72.0,0.0,35,남서,13.0,1014.5
2017-05-20,-,29.0,10.6,74.0,0.0,32,남남서,12.6,1014.1
2017-05-19,-,29.1,11.6,75.0,0.0,34,남남동,15.8,1014.9
2017-05-18,-,28.9,9.0,74.0,0.0,29,서북서,10.4,1014.8
2017-05-17,-,21.9,13.7,68.0,0.0,60,남동,13.7,1011.3
2017-05-16,-,21.0,11.6,67.0,0.0,55,남남동,11.5,1010.2
2017-05-15,-,23.8,5.6,68.0,0.0,31,북서,16.6,1010.9
2017-05-14,-,25.2,5.3,70.0,0.0,28,서북서,26.3,1008.2
2017-05-13,-,21.6,16.9,69.0,0.0,75,남남동,18.4,1007.6
2017-05-12,-,19.5,18.5,67.0,4.0,94,북서,3.2,1012.3
2017-05-11,-,26.0,15.9,74.0,0.0,54,서북서,13.3,1011.2
2017-05-10,-,20.2,15.1,67.0,0.0,73,북서,9.7,1009.9
2017-05-09,-,14.2,13.2,58.0,10.5,94,남동,13.7,1012.6
2017-05-08,-,27.2,4.8,71.0,0.0,24,서북서,12.2,1013.3
2017-05-07,-,27.0,4.0,71.0,0.0,23,서북서,40.0,1011.1
2017-05-06,-,24.5,3.7,69.0,0.0,26,서북서,9.7,1015.0
2017-05-05,-,22.2,17.3,70.0,2.0,74,서남서,10.1,1014.7
2017-05-04,-,24.4,14.1,71.0,0.0,53,남남동,11.9,1016.3
2017-05-03,-,25.3,8.2,70.0,0.0,34,남남동,13.0,1021.4
2017-05-02,-,22.3,8.7,68.0,0.0,42,남동,19.1,1023.2
2017-05-01,-,25.2,4.3,69.0,0.0,26,동북동,7.9,1017.5
2017-04-30,-,26.3,12.7,73.0,0.0,43,남동,18.0,1008.2
2017-04-29,-,23.6,8.0,69.0,0.0,37,남남동,18.4,1007.8
2017-04-28,-,22.1,6.3,67.0,0.0,36,남,16.2,1006.0
2017-04-27,-,20.3,2.5,65.0,0.0,31,북서,10.4,1010.8
2017-04-26,-,16.1,12.8,61.0,4.5,81,남동,9.0,1015.2
2017-04-25,-,21.2,14.3,68.0,0.3,65,남서,11.5,1019.9
2017-04-24,-,20.6,6.5,65.0,0.0,40,남남동,15.5,1020.5
2017-04-23,-,20.3,10.1,66.0,0.0,52,남남동,18.0,1018.2
2017-04-22,-,17.4,7.9,62.0,0.0,54,동남동,16.2,1013.0
2017-04-21,-,19.9,7.9,65.0,0.0,46,남,18.7,1009.1
2017-04-20,-,19.4,9.8,65.0,0.0,54,남,11.5,1010.3
2017-04-19,-,21.0,1.7,65.0,0.0,28,서,13.7,1009.5
2017-04-18,-,19.2,11.4,65.0,0.0,61,남남서,14.0,999.3
2017-04-17,-,17.9,17.8,64.0,26.0,100,서,5.0,996.0
2017-04-16,-,24.0,12.6,70.0,0.0,49,남동,11.2,1015.2
2017-04-15,-,23.6,11.6,70.0,0.5,47,남남서,18.7,1014.1
2017-04-14,-,18.9,10.4,64.0,0.0,58,서남서,22.7,1015.0
2017-04-13,-,20.2,3.3,65.0,0.0,33,남,16.6,1016.9
2017-04-12,-,19.0,-3.8,63.0,0.0,21,북서,13.3,1013.2
2017-04-11,-,15.9,8.1,60.0,15.0,60,북서,19.1,1004.0
2017-04-10,-,17.8,4.3,62.0,0.0,41,동,10.8,1011.9
2017-04-09,-,17.1,7.9,62.0,0.0,55,서남서,7.6,1014.6
2017-04-08,-,23.9,12.5,70.0,0.0,49,남,14.8,1009.4
2017-04-07,-,21.9,12.7,68.0,0.0,56,남,14.0,1013.6
2017-04-06,-,16.5,15.3,62.0,62.0,93,서남서,16.9,1012.1
2017-04-05,-,14.3,12.8,58.0,6.0,91,남남동,19.1,1021.3
2017-04-04,-,19.9,1.7,64.0,0.0,30,남남동,25.6,1023.8
2017-04-03,-,21.3,-1.9,65.0,0.0,21,서북서,11.2,1021.1
2017-04-02,-,15.6,-1.0,59.0,0.1,32,북북서,11.5,1018.3
2017-04-01,-,10.0,6.8,51.0,3.5,81,남동,12.6,1015.0
2017-03-31,-,11.1,4.7,10.9,0.0,65,북북동,5.4,1018.2
2017-03-30,-,18.6,3.9,18.5,0.0,38,남남동,15.8,1019.9
2017-03-29,-,9.5,7.4,8.7,2.0,87,북서,6.8,1022.7
2017-03-28,-,14.7,-2.7,14.4,0.0,30,서,8.6,1022.7
2017-03-27,-,11.2,2.2,10.1,0.1,54,북서,9.7,1019.2
2017-03-26,-,8.5,6.4,6.9,0.5,87,남동,9.7,1017.4
2017-03-25,-,11.3,3.3,9.9,1.0,58,동남동,12.2,1018.9
2017-03-24,-,12.0,1.3,10.1,0.0,48,남동,17.3,1022.1
2017-03-23,-,16.4,-2.6,16.1,0.0,27,남남서,11.9,1018.1
2017-03-22,-,13.7,-4.5,12.9,0.0,28,북서,11.2,1020.0
2017-03-21,-,16.4,1.6,15.9,3.0,37,북서,13.3,1012.2
2017-03-20,-,14.2,4.7,13.8,0.0,53,동남동,9.0,1018.2
2017-03-19,-,18.3,2.1,18.3,0.0,34,남남동,12.2,1024.4
2017-03-18,-,16.2,-3.8,16.2,0.0,25,서북서,9.0,1023.3
2017-03-17,-,16.1,-2.9,15.8,0.0,27,남남서,10.8,1022.1
2017-03-16,-,11.0,2.5,9.0,0.0,56,남남동,16.6,1020.6
2017-03-15,-,12.4,-6.6,10.8,0.0,26,북서,15.5,1021.9
2017-03-14,-,14.0,-1.6,13.2,0.0,34,북서,11.5,1014.5
2017-03-13,-,14.9,0.0,14.1,0.0,36,남남동,13.3,1015.7
2017-03-12,-,16.7,-2.4,16.4,0.0,27,남남동,12.2,1019.3
2017-03-11,-,15.8,-7.1,15.2,0.0,20,서북서,13.0,1022.5
2017-03-10,-,12.7,-9.1,11.7,0.0,21,북서,10.8,1017.8
2017-03-09,-,11.0,-6.8,8.9,0.0,28,서남서,16.9,1012.8
2017-03-08,-,6.8,-9.1,3.3,0.0,31,서북서,20.2,1013.3
2017-03-07,-,7.6,-9.3,5.4,0.0,29,서북서,12.2,1012.8
2017-03-06,-,9.4,-11.8,6.3,0.0,21,북서,23.0,1012.1
2017-03-05,-,13.9,-0.2,13.9,0.0,38,서남서,5.4,1014.3
2017-03-04,-,14.6,-2.8,13.6,0.0,30,남남동,14.4,1017.4
2017-03-03,-,11.2,-7.1,9.6,0.0,27,서,13.3,1018.8
2017-03-02,-,10.0,-0.5,7.7,0.5,48,북북서,16.9,1012.1
2017-03-01,-,13.1,-1.2,11.3,0.0,37,남남동,20.2,1015.6
2017-02-28,-,13.4,-0.2,13.2,0.0,39,남남동,6.8,1023.9
2017-02-27,-,9.5,2.3,8.2,0.0,61,남동,9.0,1025.8
2017-02-26,-,9.8,-3.8,8.7,0.0,38,남남서,8.3,1023.0
2017-02-25,-,9.6,-6.3,7.7,0.0,32,서북서,13.0,1020.3
2017-02-24,-,6.4,-11.7,3.0,0.0,26,북서,18.4,1021.9
2017-02-23,-,8.1,-6.4,5.2,0.0,35,북서,17.6,1013.9
2017-02-22,-,5.3,5.0,4.3,3.5,98,서북서,5.4,1013.9
2017-02-21,-,9.8,-3.5,9.1,0.0,39,남서,6.5,1030.2
2017-02-20,-,12.4,-9.9,10.4,0.5,20,북서,20.2,1009.5
2017-02-19,-,10.0,-6.3,8.4,0.0,31,남서,11.5,1018.2
2017-02-18,-,7.1,-15.0,4.1,0.0,19,북서,16.9,1021.3
2017-02-17,-,15.7,4.0,14.9,1.5,46,북서,15.8,1016.5
2017-02-16,-,13.7,6.0,12.0,0.0,60,서남서,20.2,1020.8
2017-02-15,-,12.8,-7.8,12.7,0.0,23,남남서,6.1,1028.9
2017-02-14,-,8.7,-9.7,5.8,0.0,26,북서,19.1,1030.9
2017-02-13,-,8.5,-10.4,6.2,0.0,25,북서,13.7,1029.3
2017-02-12,-,6.4,-9.1,3.5,0.0,32,북서,14.8,1026.8
2017-02-11,-,3.7,-11.9,-0.4,0.0,31,북서,18.4,1021.6
2017-02-10,-,2.0,-15.5,-2.4,0.0,26,북서,18.0,1014.3
2017-02-09,-,4.4,-13.4,0.1,0.0,26,북서,22.0,1009.9
2017-02-08,-,8.1,-4.7,6.4,0.0,40,북서,9.7,1016.1
2017-02-07,-,8.3,-7.4,7.7,0.0,32,서남서,5.4,1023.4
2017-02-06,-,7.4,-10.8,4.6,0.0,26,북서,15.8,1018.7
2017-02-05,-,10.2,6.1,9.0,3.5,76,북서,9.0,1008.9
2017-02-04,-,13.7,-6.5,13.1,0.0,24,남남동,9.4,1018.9
2017-02-03,-,9.7,-8.4,7.8,0.0,27,북서,13.0,1024.6
2017-02-02,-,8.6,-14.4,5.9,0.0,18,서북서,16.9,1026.2
2017-02-01,-,6.5,-9.0,2.5,0.0,32,북서,24.5,1024.1
2017-01-31,-,5.9,-5.1,3.4,0.0,45,북서,11.5,1025.8
2017-01-30,-,5.6,-9.8,2.1,1.0,32,북서,17.6,1020.7
2017-01-29,-,4.6,4.3,2.5,5.5,98,북서,8.6,1016.5
2017-01-28,-,11.3,-10.2,11.2,0.0,21,서,5.0,1025.4
2017-01-27,-,10.3,-11.7,8.1,0.0,20,북서,16.2,1023.9
2017-01-26,-,8.6,-12.5,8.6,0.0,21,서남서,4.0,1027.0
2017-01-25,-,5.4,-14.6,2.2,0.0,22,북서,15.5,1031.6
2017-01-24,-,2.9,-15.2,-1.0,0.0,25,북서,15.8,1031.5
2017-01-23,-,1.1,-15.0,-3.3,0.0,29,서북서,16.2,1027.7
2017-01-22,-,3.0,-12.1,-1.1,0.0,32,북서,17.6,1023.6
2017-01-21,-,2.0,-11.1,-2.2,0.0,37,북서,16.2,1025.9
2017-01-20,-,3.5,-8.5,-0.9,0.0,41,북서,20.5,1016.9
2017-01-19,-,7.6,-4.5,5.4,0.0,42,북서,11.9,1021.6
2017-01-18,-,7.1,-6.9,4.1,0.0,36,북서,16.9,1027.8
2017-01-17,-,6.9,-7.5,4.7,0.0,35,서북서,11.2,1030.1
2017-01-16,-,5.2,-10.5,1.9,0.0,31,서북서,15.5,1026.4
2017-01-15,-,2.4,-17.2,-1.5,0.0,22,북서,15.5,1023.9
2017-01-14,-,1.6,-15.4,-2.9,0.0,27,북서,18.0,1019.6
2017-01-13,-,5.2,-7.6,2.3,0.0,39,북서,13.3,1012.9
2017-01-12,-,7.2,-3.0,3.5,0.0,48,서북서,23.4,1015.4
2017-01-11,-,3.4,-13.4,-0.1,0.0,28,북서,14.0,1023.2
2017-01-10,-,6.3,-8.0,2.8,0.0,35,북서,19.4,1019.7
2017-01-09,-,10.2,-2.8,7.5,0.0,40,북서,20.9,1013.9
2017-01-08,-,11.4,6.1,10.0,4.0,70,북서,11.9,1011.5
2017-01-07,-,9.3,1.9,9.3,0.0,60,서북서,4.3,1019.7
2017-01-06,-,11.4,0.1,11.1,0.0,46,서남서,5.8,1026.0
2017-01-05,-,9.8,4.3,,0.0,69,보통,0.0,1026.3
2017-01-04,-,10.8,0.2,9.2,0.0,48,북서,12.6,1022.6
2017-01-03,-,11.1,-5.0,9.7,0.0,32,북서,11.5,1022.9
2017-01-02,-,13.7,2.2,12.8,0.0,46,북서,12.2,1021.0
2017-01-01,-,10.6,-1.1,9.1,0.0,44,서북서,11.9,1027.8
2016-12-31,-,8.6,-2.3,6.2,0.0,46,북서,14.8,1028.6
2016-12-30,-,5.6,-12.9,2.5,0.0,25,북서,15.1,1030.5
2016-12-29,-,0.9,-12.8,-2.5,0.3,35,북서,11.2,1029.2
2016-12-28,-,7.0,-4.4,4.8,0.0,44,서북서,11.5,1027.9
2016-12-27,-,7.7,-2.3,4.2,2.0,49,북서,22.7,1017.5
2016-12-26,-,6.4,6.3,4.8,6.5,100,북서,7.9,1018.0
2016-12-25,-,11.7,3.1,10.2,0.0,56,북서,13.3,1028.8
2016-12-24,-,6.2,-3.4,3.2,0.0,50,북서,15.5,1028.0
2016-12-23,-,6.8,-4.0,3.4,0.0,46,북서,19.8,1016.4
2016-12-22,-,11.9,7.6,10.3,41.0,75,서북서,14.4,1007.7
2016-12-21,-,15.3,11.4,15.3,0.0,78,동남동,5.8,1024.1
2016-12-20,-,14.7,9.2,14.7,0.0,70,북서,6.5,1025.2
2016-12-19,-,8.1,7.9,7.1,3.0,99,서북서,6.8,1024.9
2016-12-18,-,11.8,1.6,10.6,0.0,50,북서,11.2,1029.1
2016-12-17,-,9.8,-3.1,7.8,0.0,40,북서,14.0,1028.6
2016-12-16,-,4.6,-16.4,0.5,0.0,20,북서,20.5,1025.4
2016-12-15,-,5.7,-8.9,2.2,0.0,34,북서,18.4,1018.8
2016-12-14,-,8.4,0.1,5.7,0.0,56,북서,16.9,1016.8
2016-12-13,-,9.6,3.7,8.1,0.0,67,북서,10.1,1015.6
2016-12-12,-,9.6,-0.3,8.0,0.0,50,서북서,11.2,1022.8
2016-12-11,-,9.6,-9.0,8.0,0.0,26,북서,11.2,1028.3
2016-12-10,-,9.5,-10.6,7.4,0.0,23,서북서,14.4,1023.3
2016-12-09,-,12.7,-2.0,11.2,0.0,36,북서,15.5,1016.1
2016-12-08,-,7.6,-0.3,6.6,0.0,57,남서,6.5,1017.6
2016-12-07,-,7.7,-6.1,6.3,0.0,37,북서,7.9,1020.7
2016-12-06,-,8.6,-10.3,6.2,0.0,25,서북서,14.8,1024.6
2016-12-05,-,15.8,5.0,15.8,0.0,49,북서,8.3,1015.9
2016-12-04,-,11.3,2.8,10.2,0.0,56,북서,10.1,1017.0
2016-12-03,-,13.3,-4.8,13.3,0.0,28,서,2.9,1025.1
2016-12-02,-,11.7,-7.7,10.3,0.0,25,서북서,13.0,1028.3
2016-12-01,-,13.0,1.9,11.7,0.0,47,북서,14.0,1022.2
2016-11-30,-,11.1,8.3,10.5,0.5,83,남동,6.8,1024.0
2016-11-29,-,11.9,-5.6,10.6,0.0,29,북서,12.2,1031.5
2016-11-28,-,10.3,-4.1,8.2,0.0,36,서북서,15.5,1025.5
2016-11-27,-,9.9,2.7,7.6,0.0,61,북서,16.2,1018.7
2016-11-26,-,4.8,-2.5,2.2,0.0,59,북서,10.8,1022.3
2016-11-25,-,9.9,-4.8,7.6,0.0,35,북서,16.2,1025.6
2016-11-24,-,7.5,-11.8,4.2,0.0,24,북서,20.2,1023.0
2016-11-23,-,12.0,1.0,10.4,0.0,47,북서,14.4,1020.8
2016-11-22,-,12.4,3.3,11.0,0.0,54,북서,14.0,1017.0
2016-11-21,-,15.4,10.7,15.4,0.0,74,북,5.4,1017.2
2016-11-20,-,19.2,8.5,19.2,0.0,50,북,4.7,1020.4
2016-11-19,-,18.5,14.3,18.5,0.5,77,북,10.4,1012.7
2016-11-18,-,18.4,12.8,18.3,0.0,70,동북동,14.0,1018.4
2016-11-17,-,17.7,2.0,17.7,0.0,35,북,4.3,1023.3
2016-11-16,-,14.2,-4.0,13.6,0.0,28,북서,10.1,1021.2
2016-11-15,-,18.5,-5.5,18.3,0.0,19,북서,17.3,1017.0
2016-11-14,-,17.9,16.2,17.9,3.5,90,북북서,5.8,1015.1
2016-11-13,-,16.6,11.3,16.6,0.0,71,정온,1.4,1022.5
2016-11-12,-,18.6,8.2,18.6,0.0,51,남서,5.4,1022.4
2016-11-11,-,16.6,5.2,16.5,0.0,47,북서,10.4,1018.0
2016-11-10,-,12.7,5.8,12.7,0.0,63,서남서,5.0,1019.3
2016-11-09,-,14.2,1.7,13.5,0.0,43,북서,10.8,1026.4
2016-11-08,-,16.4,2.0,15.9,0.2,38,서북서,14.0,1019.3
2016-11-07,-,18.3,6.1,18.3,0.0,45,남,6.1,1020.8
2016-11-06,-,15.2,9.9,15.2,0.0,71,서,6.1,1025.4
2016-11-05,-,19.8,9.6,19.8,0.0,52,서북서,11.2,1012.8
2016-11-04,-,18.7,2.4,18.7,0.0,34,서남서,9.0,1016.9
2016-11-03,-,15.9,3.6,15.7,0.0,44,북서,10.1,1021.9
2016-11-02,-,12.9,-8.3,11.5,0.0,22,북서,15.1,1024.8
2016-11-01,-,12.2,-7.8,10.7,0.0,24,서북서,14.4,1026.6
2016-10-31,-,11.1,5.6,9.9,0.0,69,북서,10.4,1025.1
2016-10-30,-,16.9,-4.4,16.7,0.0,23,서북서,12.2,1027.4
2016-10-29,-,17.0,10.3,17.0,0.0,65,북,3.6,1022.8
2016-10-28,-,15.1,14.9,14.8,3.5,99,북서,9.4,1012.1
2016-10-27,-,18.9,12.1,18.9,0.0,65,남동,5.4,1023.6
2016-10-26,-,19.3,12.7,19.3,0.0,66,동북동,11.9,1017.1
2016-10-25,-,19.4,17.7,19.4,1.0,90,서남서,11.5,1010.3
2016-10-24,-,20.6,8.8,20.6,0.0,47,남동,8.3,1018.3
2016-10-23,-,17.2,10.3,17.2,0.0,64,서,8.6,1015.3
2016-10-22,-,21.5,13.6,21.5,0.0,61,북북서,5.4,1012.3
2016-10-21,-,17.0,12.5,17.0,0.0,75,서,4.7,1021.6
2016-10-20,-,23.5,12.1,23.5,0.0,49,동,6.1,1018.4
2016-10-19,-,23.3,13.1,23.3,0.0,53,북서,9.7,1016.6
2016-10-18,-,21.9,15.4,21.9,0.0,67,북서,4.7,1019.0
2016-10-17,-,24.5,18.1,24.5,0.0,68,서,9.4,1015.4
2016-10-16,-,16.1,15.9,16.1,10.0,99,북서,5.0,1019.6
2016-10-15,-,23.8,12.1,23.8,0.0,48,남동,15.8,1024.5
2016-10-14,-,24.4,9.9,24.4,0.0,40,남남동,7.6,1023.9
2016-10-13,-,20.8,12.7,20.8,0.0,60,서북서,5.0,1022.5
2016-10-12,-,22.9,10.9,22.9,0.0,47,남동,5.8,1020.6
2016-10-11,-,18.9,12.6,18.9,0.0,67,서북서,7.6,1018.4
2016-10-10,-,20.3,11.7,20.3,0.0,58,남동,9.7,1018.6
2016-10-09,-,21.3,7.1,21.3,0.0,40,동남동,5.0,1016.9
2016-10-08,-,19.4,18.5,19.4,19.5,95,북,5.8,1009.9
2016-10-07,-,21.5,15.3,21.5,0.0,68,남동,7.9,1020.7
2016-10-06,-,26.8,16.1,26.8,0.0,52,남남서,6.8,1019.3
2016-10-05,-,24.7,18.3,24.7,140.5,68,서북서,22.7,1004.9
2016-10-04,-,26.3,18.1,26.3,0.0,61,동,7.9,1015.4
2016-10-03,-,27.5,22.4,27.5,0.0,74,서남서,8.6,1009.4
2016-10-02,-,28.0,20.2,28.0,1.0,63,남동,11.5,1015.1
2016-10-01,-,21.5,18.8,21.5,0.5,85,서,3.2,1018.3
2016-09-30,-,17.0,16.9,63.0,20.5,100,서북서,8.6,1015.4
2016-09-29,-,18.3,15.7,64.0,4.0,85,북북서,6.1,1018.2
2016-09-28,-,22.6,21.9,72.0,14.0,96,북서,8.6,1013.6
2016-09-27,-,28.0,23.1,79.0,0.5,75,북서,7.6,1014.8
2016-09-26,-,25.0,21.7,75.0,0.1,82,정온,1.4,1016.2
2016-09-25,-,26.7,16.3,74.0,0.0,53,남남서,4.3,1016.7
